0.000000000000000000e+00	3.260813280000000175e-02	2.859598769999999873e-02	2.486398999999999901e-02	2.235258370000000119e-02	1.989090630000000040e-02	1.725156419999999968e-02	1.429592070000000083e-02	1.104273270000000022e-02	7.641581350000000057e-03	4.136411470000000284e-03	2.977017719999999862e-05	-5.461217840000000094e-03	-1.626274549999999833e-02	-3.757897760000000059e-02	-7.214032110000000164e-02
0.000000000000000000e+00	4.130181670000000055e-02	4.476852340000000291e-02	4.453741010000000083e-02	4.253796120000000180e-02	3.899089619999999978e-02	3.400141000000000274e-02	2.784188090000000101e-02	2.084309609999999979e-02	1.339758469999999951e-02	5.702306520000000392e-03	-3.071123729999999941e-03	-1.495100840000000014e-02	-3.724676369999999764e-02	-7.677020129999999332e-02	-1.311596929999999939e-01
0.000000000000000000e+00	3.934551399999999810e-02	5.454749240000000138e-02	5.926845969999999797e-02	5.832902339999999908e-02	5.398266019999999749e-02	4.688648880000000074e-02	3.753548489999999904e-02	2.664204690000000070e-02	1.496966459999999992e-02	2.984965919999999807e-03	-1.018374040000000029e-02	-2.752645499999999829e-02	-5.732683090000000037e-02	-1.035816670000000023e-01	-1.413109600000000132e-01
0.000000000000000000e+00	4.004469890000000171e-02	6.039545310000000305e-02	6.828783450000000532e-02	6.891709570000000007e-02	6.472916900000000306e-02	5.630946900000000088e-02	4.420367260000000048e-02	2.966377510000000120e-02	1.399941090000000020e-02	-2.037364989999999789e-03	-1.934162340000000063e-02	-4.140908640000000307e-02	-7.571449130000000582e-02	-1.194582730000000037e-01	-1.368285569999999896e-01
0.000000000000000000e+00	4.120571170000000144e-02	6.336130199999999435e-02	7.287724319999999700e-02	7.476548850000000468e-02	7.100503149999999597e-02	6.177596379999999998e-02	4.759432000000000246e-02	3.014807029999999957e-02	1.128427960000000056e-02	-8.033365940000000358e-03	-2.898637949999999935e-02	-5.526220800000000016e-02	-9.088356790000000351e-02	-1.252578649999999960e-01	-1.231434049999999975e-01
0.000000000000000000e+00	4.138203709999999785e-02	6.327619399999999394e-02	7.331393660000000423e-02	7.630211110000000019e-02	7.309900219999999893e-02	6.353971360000000568e-02	4.831485819999999792e-02	2.896421219999999880e-02	7.665693759999999898e-03	-1.441026110000000020e-02	-3.859130289999999908e-02	-6.773082169999999902e-02	-1.003865899999999978e-01	-1.225319059999999960e-01	-1.037110980000000016e-01
0.000000000000000000e+00	3.959567099999999895e-02	5.990486589999999972e-02	6.962878259999999431e-02	7.313118879999999655e-02	7.063655559999999778e-02	6.158190969999999959e-02	4.638534040000000247e-02	2.648011600000000146e-02	3.793082670000000062e-03	-2.057787219999999972e-02	-4.717469590000000074e-02	-7.624786349999999879e-02	-1.019111570000000022e-01	-1.104537990000000053e-01	-8.047498760000000584e-02
0.000000000000000000e+00	3.571682050000000302e-02	5.364210900000000032e-02	6.259404120000000571e-02	6.615503130000000009e-02	6.426630170000000031e-02	5.614590640000000077e-02	4.175035280000000126e-02	2.223851719999999851e-02	-7.947541309999999653e-04	-2.606887000000000093e-02	-5.266486850000000330e-02	-7.779660080000000422e-02	-9.425992519999999708e-02	-9.069765359999999721e-02	-5.667045710000000180e-02
0.000000000000000000e+00	3.007080410000000092e-02	4.513475670000000051e-02	5.301842839999999779e-02	5.643692990000000187e-02	5.490688610000000330e-02	4.763187840000000089e-02	3.444763270000000127e-02	1.607720179999999957e-02	-5.892843469999999896e-03	-2.968638950000000026e-02	-5.295891309999999769e-02	-7.131095980000000389e-02	-7.832989840000000037e-02	-6.661410630000000332e-02	-3.541777279999999695e-02
0.000000000000000000e+00	2.337929979999999949e-02	3.536091370000000317e-02	4.183888060000000297e-02	4.468054700000000101e-02	4.340894890000000089e-02	3.715500239999999788e-02	2.566572649999999955e-02	9.590224359999999920e-03	-9.599018839999999206e-03	-2.975290270000000015e-02	-4.750274489999999766e-02	-5.850185449999999870e-02	-5.804597959999999862e-02	-4.314456140000000328e-02	-1.914054899999999976e-02
