0.000000000000000000e+00	3.027184490000000075e-02	5.280381070000000204e-02	8.909855780000000558e-02	1.232930789999999999e-01	1.560653599999999863e-01	1.852039400000000113e-01	2.092522380000000071e-01	2.272839399999999899e-01	2.396012250000000010e-01	2.459419069999999874e-01	2.476769689999999968e-01	2.400048670000000106e-01	2.291340980000000083e-01	1.769463569999999986e-01	1.407174619999999876e-01
0.000000000000000000e+00	-1.122881750000000005e-02	1.168673860000000097e-03	2.693798390000000029e-02	5.586382000000000153e-02	8.446368579999999349e-02	1.098242769999999979e-01	1.297606530000000036e-01	1.428523660000000084e-01	1.492581809999999898e-01	1.485856030000000105e-01	1.424488429999999917e-01	1.267937419999999871e-01	1.083798039999999963e-01	6.643953169999999853e-02	2.966754320000000028e-02
0.000000000000000000e+00	-1.069853549999999921e-03	9.693196039999999250e-03	2.805854940000000047e-02	4.956237969999999909e-02	7.085812839999999779e-02	8.919994529999999977e-02	1.027145460000000038e-01	1.101803110000000030e-01	1.112161950000000038e-01	1.053917560000000031e-01	9.390255059999999543e-02	7.474619150000000323e-02	5.278331039999999835e-02	2.360159159999999923e-02	-6.495933050000000410e-04
0.000000000000000000e+00	5.054229870000000353e-03	1.476004719999999930e-02	2.713022749999999955e-02	4.145101830000000320e-02	5.587391559999999729e-02	6.811594220000000144e-02	7.627765089999999359e-02	7.930714640000000037e-02	7.717917859999999519e-02	6.974820789999999771e-02	5.763154100000000141e-02	4.004610699999999746e-02	1.939446480000000042e-02	-3.088973459999999963e-03	-1.452580650000000022e-02
0.000000000000000000e+00	5.745290779999999604e-03	1.223372759999999913e-02	1.893775170000000160e-02	2.677009439999999962e-02	3.483467550000000218e-02	4.151558500000000068e-02	4.539035629999999683e-02	4.497572410000000298e-02	4.137944799999999923e-02	3.469742829999999945e-02	2.424001879999999887e-02	9.802348909999999624e-03	-8.243760089999999791e-03	-2.474823589999999851e-02	-2.463817219999999905e-02
0.000000000000000000e+00	3.475471630000000027e-03	4.932003100000000376e-03	5.702258089999999620e-03	7.344341840000000003e-03	9.580086919999999603e-03	1.138650440000000055e-02	1.208417489999999948e-02	9.614346549999999714e-03	6.360917350000000123e-03	1.057556129999999992e-03	-8.152456949999999439e-03	-2.027004959999999939e-02	-3.516504909999999817e-02	-4.399924730000000228e-02	-3.255057330000000332e-02
0.000000000000000000e+00	-4.792209369999999788e-04	-4.668277220000000179e-03	-9.931607170000000470e-03	-1.453134789999999989e-02	-1.784635710000000153e-02	-2.026512290000000160e-02	-2.209720199999999982e-02	-2.487243529999999883e-02	-2.759360710000000050e-02	-3.244429830000000042e-02	-4.095552859999999906e-02	-5.170392990000000077e-02	-6.180640679999999804e-02	-6.099182370000000297e-02	-3.811418269999999886e-02
0.000000000000000000e+00	-4.916086790000000380e-03	-1.442380249999999919e-02	-2.531464209999999965e-02	-3.595156969999999813e-02	-4.484913129999999748e-02	-5.150923129999999961e-02	-5.599309129999999884e-02	-5.932608989999999666e-02	-6.276132909999999898e-02	-6.790332500000000049e-02	-7.524546240000000441e-02	-8.280916509999999842e-02	-8.450640739999999707e-02	-7.187841829999999654e-02	-3.884163499999999936e-02
0.000000000000000000e+00	-8.638691159999999786e-03	-2.249800230000000012e-02	-3.813052179999999736e-02	-5.398388579999999909e-02	-6.808439639999999682e-02	-7.943691310000000616e-02	-8.762098849999999661e-02	-9.345551579999999969e-02	-9.830942750000000452e-02	-1.031429170000000006e-01	-1.075309069999999950e-01	-1.075999289999999969e-01	-9.728573259999999390e-02	-7.242083550000000258e-02	-3.363455459999999814e-02
0.000000000000000000e+00	-1.085395089999999924e-02	-2.728961970000000001e-02	-4.601109400000000238e-02	-6.564378740000000045e-02	-8.397912979999999639e-02	-9.971071780000000107e-02	-1.118812410000000063e-01	-1.205741609999999991e-01	-1.264038379999999906e-01	-1.291600320000000079e-01	-1.272097530000000087e-01	-1.172619010000000017e-01	-9.544187780000000509e-02	-6.211595240000000046e-02	-2.456297539999999918e-02
