-2.031912279999999876e-02	-1.515249349999999925e-02	-8.051146749999999949e-03	-5.153227600000000012e-03	-3.300416280000000209e-03	-1.850125260000000035e-03	-1.090451380000000093e-03	-1.034557350000000087e-03	-1.636987670000000046e-03	-2.794014989999999993e-03	-4.359607120000000106e-03	-6.204452830000000210e-03	-8.198101069999999893e-03	-1.020465230000000036e-02	-1.209508530000000075e-02	-1.375924239999999979e-02	-1.511243269999999923e-02	-1.609188129999999939e-02	-1.665325280000000061e-02	-1.676272040000000019e-02	-1.639240609999999959e-02	-1.552084180000000077e-02	-1.411776149999999924e-02	-1.209900900000000085e-02	-9.331361390000000866e-03	-5.550939119999999914e-03	-4.335438129999999966e-04	6.875547580000000367e-03	1.695581339999999854e-02	3.274911269999999930e-02	5.330172550000000092e-02	8.576209840000000029e-02
-1.248656209999999926e-02	-1.095956940000000074e-02	-8.120391520000000765e-03	-5.819316019999999645e-03	-3.987562840000000164e-03	-2.612804299999999923e-03	-1.886616000000000031e-03	-1.840144279999999903e-03	-2.440838140000000170e-03	-3.587224060000000162e-03	-5.147185179999999582e-03	-6.979558149999999690e-03	-8.949062790000000128e-03	-1.093394399999999926e-02	-1.280260549999999962e-02	-1.443549059999999981e-02	-1.575071360000000059e-02	-1.668874169999999893e-02	-1.720671359999999955e-02	-1.727822420000000095e-02	-1.688832599999999864e-02	-1.601818199999999887e-02	-1.463447510000000056e-02	-1.268171050000000029e-02	-1.007224250000000008e-02	-6.604157390000000433e-03	-2.008667449999999941e-03	4.333734050000000344e-03	1.288519989999999983e-02	2.503708749999999927e-02	3.934899719999999934e-02	5.381773039999999952e-02
-9.249193589999999549e-03	-8.853937500000000696e-03	-7.721384060000000167e-03	-6.230036730000000113e-03	-4.791342189999999758e-03	-3.656805730000000070e-03	-3.054881470000000033e-03	-3.070348410000000184e-03	-3.695746880000000140e-03	-4.843994980000000325e-03	-6.390972990000000353e-03	-8.195828650000000493e-03	-1.012543869999999943e-02	-1.205583940000000062e-02	-1.385986990000000023e-02	-1.542477310000000060e-02	-1.666750009999999962e-02	-1.753210649999999843e-02	-1.798078419999999886e-02	-1.799276660000000139e-02	-1.755825800000000020e-02	-1.666603050000000155e-02	-1.530186180000000021e-02	-1.344060340000000076e-02	-1.103090489999999924e-02	-7.944801819999999792e-03	-3.999183889999999818e-03	1.181591770000000024e-03	7.864549760000000625e-03	1.646888629999999909e-02	2.586899510000000013e-02	3.252533450000000270e-02
-8.202487600000000698e-03	-8.033568970000000073e-03	-7.502316499999999930e-03	-6.597102149999999922e-03	-5.546923260000000307e-03	-4.702469330000000336e-03	-4.288089460000000033e-03	-4.420081149999999584e-03	-5.106319669999999714e-03	-6.279176099999999629e-03	-7.825942710000000427e-03	-9.613232689999999178e-03	-1.150667569999999987e-02	-1.337252839999999998e-02	-1.509408559999999948e-02	-1.657446099999999867e-02	-1.773153430000000072e-02	-1.851183359999999944e-02	-1.888348720000000008e-02	-1.883000879999999905e-02	-1.834712360000000098e-02	-1.743688989999999869e-02	-1.610336830000000038e-02	-1.434663119999999951e-02	-1.215160539999999949e-02	-9.458540010000000484e-03	-6.169504949999999807e-03	-2.099288390000000112e-03	2.879211210000000038e-03	8.782965130000000564e-03	1.501213759999999939e-02	2.007501199999999972e-02
-7.906123060000000771e-03	-7.801027969999999902e-03	-7.490968800000000032e-03	-6.938806730000000172e-03	-6.258070000000000126e-03	-5.730519069999999611e-03	-5.564882420000000218e-03	-5.873198619999999738e-03	-6.671775129999999929e-03	-7.905757050000000036e-03	-9.473869580000000498e-03	-1.124967169999999995e-02	-1.310017699999999931e-02	-1.489972699999999976e-02	-1.653763470000000138e-02	-1.792193950000000105e-02	-1.898076760000000016e-02	-1.966607199999999972e-02	-1.995168069999999835e-02	-1.982661150000000067e-02	-1.929306979999999977e-02	-1.836393589999999951e-02	-1.705919209999999867e-02	-1.539993840000000030e-02	-1.340059470000000072e-02	-1.105365619999999945e-02	-8.325270379999999415e-03	-5.141681529999999993e-03	-1.419355389999999925e-03	2.767615949999999853e-03	7.174579430000000389e-03	1.095653599999999936e-02
-7.806384470000000270e-03	-7.745445240000000016e-03	-7.556417959999999802e-03	-7.233047860000000294e-03	-6.867804100000000390e-03	-6.657139400000000422e-03	-6.768485529999999917e-03	-7.290822449999999691e-03	-8.239373560000000721e-03	-9.566124529999999251e-03	-1.117811259999999980e-02	-1.295680090000000083e-02	-1.477626710000000052e-02	-1.651694249999999947e-02	-1.807390710000000150e-02	-1.936365660000000100e-02	-2.032565880000000019e-02	-2.092021700000000137e-02	-2.112637090000000009e-02	-2.093870009999999893e-02	-2.036569270000000015e-02	-1.942862760000000147e-02	-1.815843209999999999e-02	-1.659184879999999959e-02	-1.476551870000000072e-02	-1.270602919999999983e-02	-1.041571609999999981e-02	-7.870419879999999979e-03	-4.988243340000000220e-03	-1.845002870000000093e-03	1.417385059999999933e-03	4.037696870000000333e-03
-7.774314840000000164e-03	-7.738383490000000364e-03	-7.626667620000000293e-03	-7.475662049999999906e-03	-7.379956539999999593e-03	-7.466910410000000310e-03	-7.856030950000000498e-03	-8.609488610000000375e-03	-9.731817990000000626e-03	-1.117519099999999925e-02	-1.285096439999999958e-02	-1.464702929999999945e-02	-1.644405540000000096e-02	-1.813007330000000056e-02	-1.961052979999999835e-02	-2.081301990000000018e-02	-2.168695630000000082e-02	-2.220106499999999899e-02	-2.234066460000000073e-02	-2.210545350000000034e-02	-2.150870670000000137e-02	-2.057678439999999914e-02	-1.934744600000000078e-02	-1.786791160000000128e-02	-1.618827509999999983e-02	-1.435377080000000034e-02	-1.238298229999999951e-02	-1.027240230000000046e-02	-7.946529429999999936e-03	-5.474142260000000246e-03	-3.045805730000000072e-03	-1.233351180000000083e-03
-7.735851690000000030e-03	-7.717944679999999905e-03	-7.668436039999999669e-03	-7.658941669999999764e-03	-7.789894940000000045e-03	-8.139484560000000146e-03	-8.785858750000000161e-03	-9.765785189999999158e-03	-1.106706820000000029e-02	-1.263687389999999973e-02	-1.438751630000000004e-02	-1.621042940000000029e-02	-1.799231579999999858e-02	-1.963054950000000035e-02	-2.104229850000000068e-02	-2.216711270000000164e-02	-2.296498790000000081e-02	-2.341300619999999930e-02	-2.350241880000000089e-02	-2.323705140000000002e-02	-2.263322289999999959e-02	-2.172001080000000167e-02	-2.053863560000000060e-02	-1.914118600000000101e-02	-1.758354720000000065e-02	-1.591695289999999971e-02	-1.416442820000000068e-02	-1.231951170000000068e-02	-1.032186489999999991e-02	-8.198328319999999975e-03	-6.346170790000000249e-03	-5.128556860000000293e-03
-7.655031050000000309e-03	-7.653105539999999901e-03	-7.658965420000000274e-03	-7.769624240000000057e-03	-8.088302800000000611e-03	-8.661415429999999582e-03	-9.534904729999999981e-03	-1.072143579999999992e-02	-1.219413800000000020e-02	-1.388979239999999990e-02	-1.571762750000000111e-02	-1.757135799999999873e-02	-1.934299990000000122e-02	-2.093983810000000015e-02	-2.229128780000000018e-02	-2.334922370000000122e-02	-2.408415820000000054e-02	-2.448085700000000170e-02	-2.453544549999999921e-02	-2.425480080000000024e-02	-2.365709839999999980e-02	-2.277230099999999827e-02	-2.164218570000000022e-02	-2.031920480000000070e-02	-1.885916480000000145e-02	-1.731016490000000102e-02	-1.569013860000000038e-02	-1.397438810000000038e-02	-1.213278809999999985e-02	-1.024021770000000005e-02	-8.818270640000000493e-03	-7.914597170000000834e-03
-7.504654119999999880e-03	-7.518049330000000155e-03	-7.575829509999999767e-03	-7.789775730000000203e-03	-8.262768389999999505e-03	-9.022513399999999503e-03	-1.008489259999999915e-02	-1.144575330000000002e-02	-1.307137589999999953e-02	-1.488316249999999986e-02	-1.678446119999999972e-02	-1.866897749999999953e-02	-2.043388599999999833e-02	-2.199625779999999850e-02	-2.329717950000000093e-02	-2.429987860000000152e-02	-2.498485710000000054e-02	-2.534415010000000065e-02	-2.537690659999999876e-02	-2.509182509999999949e-02	-2.450900899999999827e-02	-2.365778010000000112e-02	-2.257784460000000076e-02	-2.131873930000000028e-02	-1.993195710000000148e-02	-1.845678690000000094e-02	-1.690080019999999975e-02	-1.522126329999999930e-02	-1.340643409999999966e-02	-1.156664640000000001e-02	-1.025012229999999920e-02	-9.539598599999999165e-03
