-1.099457589999999936e-02	-8.295489479999999458e-03	-4.540034099999999684e-03	-2.851558619999999822e-03	-1.877260049999999970e-03	-1.317248330000000012e-03	-9.630317799999999623e-04	-7.344254989999999877e-04	-5.773432200000000068e-04	-4.654915250000000223e-04	-3.841010040000000119e-04	-3.246874550000000150e-04	-2.821986269999999858e-04	-2.533902880000000264e-04	-2.356312759999999891e-04	-2.272080750000000091e-04	-2.275612930000000069e-04	-2.355103930000000017e-04	-2.494765210000000270e-04	-2.687314120000000063e-04	-2.929671030000000108e-04	-3.216427289999999818e-04	-3.541833720000000249e-04	-3.898561990000000204e-04	-4.281166479999999911e-04	-4.684026639999999816e-04	-5.101343269999999725e-04	-5.527145690000000514e-04	-5.955227530000000487e-04	-6.379101540000000313e-04	-6.791963239999999728e-04	-7.186647269999999572e-04	-7.555604100000000520e-04	-7.890897099999999616e-04	-8.184126349999999803e-04	-8.426459389999999819e-04	-8.608568459999999933e-04	-8.720300390000000450e-04	-8.750426349999999853e-04	-8.689928800000000248e-04	-8.528004399999999973e-04	-8.250887039999999775e-04	-7.846211079999999968e-04	-7.300568979999999672e-04	-6.597976900000000061e-04	-5.724732759999999736e-04	-4.668832699999999735e-04	-3.408367050000000163e-04	-1.919646460000000009e-04	-1.826835429999999842e-05	1.829489919999999908e-04	4.149770830000000152e-04	6.819177649999999622e-04	9.891607330000001027e-04	1.343820830000000063e-03	1.756451559999999950e-03	2.241420090000000118e-03	2.824867840000000116e-03	3.541359210000000028e-03	4.479324909999999639e-03	5.731668320000000115e-03	7.690203379999999839e-03	1.055434629999999971e-02	1.546627000000000071e-02
-6.365768610000000112e-03	-5.460536569999999666e-03	-3.898061349999999876e-03	-2.770032969999999990e-03	-1.994280379999999967e-03	-1.478372960000000000e-03	-1.124145000000000005e-03	-8.789981949999999553e-04	-7.032355639999999944e-04	-5.746285310000000344e-04	-4.791804239999999894e-04	-4.082967639999999783e-04	-3.564432259999999802e-04	-3.199206839999999908e-04	-2.960735289999999963e-04	-2.827961869999999923e-04	-2.783960659999999893e-04	-2.817619239999999956e-04	-2.920701809999999956e-04	-3.084475469999999791e-04	-3.302900000000000107e-04	-3.567121749999999742e-04	-3.872121450000000223e-04	-4.210033509999999875e-04	-4.575846540000000177e-04	-4.963439420000000319e-04	-5.366642139999999684e-04	-5.779234340000000440e-04	-6.194819580000000348e-04	-6.606747049999999854e-04	-7.008066170000000266e-04	-7.391491670000000175e-04	-7.749366340000000096e-04	-8.073632490000000501e-04	-8.355787719999999662e-04	-8.586876210000000259e-04	-8.757472969999999680e-04	-8.857485370000000267e-04	-8.876874930000000496e-04	-8.804607790000000414e-04	-8.628928919999999912e-04	-8.338010520000000174e-04	-7.918913620000000422e-04	-7.355839479999999467e-04	-6.632184960000000020e-04	-5.738612379999999706e-04	-4.665451119999999992e-04	-3.393179799999999913e-04	-1.889854320000000025e-04	-1.331329990000000014e-05	1.898977210000000072e-04	4.238812539999999907e-04	6.926751229999999603e-04	1.001512049999999992e-03	1.357271570000000063e-03	1.769892170000000094e-03	2.252985260000000146e-03	2.829347040000000126e-03	3.530011979999999987e-03	4.418177060000000322e-03	5.562891250000000232e-03	7.109447849999999715e-03	9.012994360000000163e-03	1.115820839999999946e-02
-3.915458919999999926e-03	-3.689716339999999945e-03	-3.189895299999999986e-03	-2.613356099999999873e-03	-2.068286300000000012e-03	-1.632258990000000094e-03	-1.293943729999999992e-03	-1.039788939999999971e-03	-8.482684500000000488e-04	-7.034852749999999898e-04	-5.934311779999999975e-04	-5.099875270000000030e-04	-4.474718010000000102e-04	-4.018545149999999937e-04	-3.701553510000000027e-04	-3.501772009999999744e-04	-3.402982550000000113e-04	-3.391739740000000248e-04	-3.455476540000000196e-04	-3.585688830000000223e-04	-3.774566280000000106e-04	-4.011381239999999861e-04	-4.291290529999999956e-04	-4.606861619999999763e-04	-4.952537710000000327e-04	-5.321754720000000313e-04	-5.708097010000000478e-04	-6.105104109999999647e-04	-6.506159549999999828e-04	-6.904432670000000202e-04	-7.292818630000000475e-04	-7.663885479999999872e-04	-8.009850860000000249e-04	-8.322536599999999941e-04	-8.593325040000000239e-04	-8.813139869999999558e-04	-8.972516519999999482e-04	-9.061451419999999937e-04	-9.070135420000000276e-04	-8.986933970000000362e-04	-8.799504719999999601e-04	-8.496483790000000516e-04	-8.064673169999999822e-04	-7.484018570000000375e-04	-6.742830159999999582e-04	-5.836287159999999476e-04	-4.745427580000000046e-04	-3.465210320000000057e-04	-1.958929350000000052e-04	-1.910294670000000009e-05	1.849452960000000086e-04	4.193437930000000024e-04	6.879104179999999749e-04	9.954965210000000977e-04	1.348399670000000050e-03	1.755472039999999949e-03	2.228643749999999809e-03	2.786390250000000002e-03	3.452468660000000168e-03	4.265085790000000369e-03	5.249229729999999906e-03	6.382045339999999761e-03	7.494308990000000253e-03	8.353965359999999951e-03
-2.769001760000000100e-03	-2.686970170000000085e-03	-2.516223120000000112e-03	-2.258915690000000073e-03	-1.921915680000000053e-03	-1.605916879999999937e-03	-1.334343570000000095e-03	-1.109792970000000097e-03	-9.293735490000000227e-04	-7.865186780000000492e-04	-6.741490219999999927e-04	-5.865073760000000160e-04	-5.191905070000000285e-04	-4.688128829999999784e-04	-4.326716879999999935e-04	-4.086898989999999889e-04	-3.950959069999999919e-04	-3.903927280000000035e-04	-3.935819840000000236e-04	-4.038653279999999870e-04	-4.203927529999999823e-04	-4.419886680000000251e-04	-4.680123530000000168e-04	-4.978261420000000157e-04	-5.308135880000000237e-04	-5.663078629999999643e-04	-6.036571579999999758e-04	-6.422029689999999517e-04	-6.812713690000000467e-04	-7.201685219999999542e-04	-7.581745740000000056e-04	-7.945377149999999613e-04	-8.284728970000000128e-04	-8.591563669999999686e-04	-8.857199569999999519e-04	-9.072544050000000328e-04	-9.228122649999999849e-04	-9.313888150000000036e-04	-9.319499949999999859e-04	-9.233775199999999473e-04	-9.044802859999999823e-04	-8.740873890000000262e-04	-8.308882239999999765e-04	-7.726557090000000074e-04	-6.985588119999999561e-04	-6.083889169999999848e-04	-4.995482740000000386e-04	-3.723581320000000027e-04	-2.233711419999999880e-04	-4.830418770000000317e-05	1.532330500000000050e-04	3.839762069999999973e-04	6.472511450000000173e-04	9.471289229999999872e-04	1.288706549999999893e-03	1.678786469999999894e-03	2.125842030000000063e-03	2.641404979999999961e-03	3.236728490000000125e-03	3.923180049999999870e-03	4.677870780000000124e-03	5.430131680000000252e-03	6.066725589999999620e-03	6.488021929999999819e-03
-2.113219349999999851e-03	-2.078427930000000066e-03	-2.021003050000000183e-03	-1.916796780000000044e-03	-1.724589620000000021e-03	-1.507758510000000015e-03	-1.304784320000000044e-03	-1.122627410000000053e-03	-9.658504280000000013e-04	-8.354971650000000321e-04	-7.288372729999999678e-04	-6.431589720000000301e-04	-5.756952449999999796e-04	-5.239993919999999875e-04	-4.859113539999999985e-04	-4.597120860000000146e-04	-4.437868480000000228e-04	-4.368108640000000040e-04	-4.379589230000000086e-04	-4.462884969999999997e-04	-4.609379979999999916e-04	-4.807542140000000243e-04	-5.051926129999999467e-04	-5.335661700000000462e-04	-5.652513939999999565e-04	-5.995774409999999818e-04	-6.358863319999999777e-04	-6.735150239999999769e-04	-7.117860370000000199e-04	-7.500013449999999538e-04	-7.874377190000000437e-04	-8.233408439999999762e-04	-8.569242779999999837e-04	-8.873626939999999840e-04	-9.137869350000000406e-04	-9.352895429999999542e-04	-9.509229569999999576e-04	-9.596864690000000368e-04	-9.605435769999999800e-04	-9.523913030000000050e-04	-9.340639810000000423e-04	-9.044024629999999985e-04	-8.620953299999999878e-04	-8.049494939999999850e-04	-7.322532469999999726e-04	-6.436930269999999784e-04	-5.369452409999999482e-04	-4.122029059999999796e-04	-2.662660259999999790e-04	-9.523983320000000265e-05	1.010494740000000044e-04	3.248854190000000238e-04	5.789311250000000195e-04	8.662705079999999608e-04	1.190503940000000021e-03	1.556022790000000100e-03	1.967284130000000048e-03	2.429123740000000125e-03	2.941570939999999836e-03	3.497988449999999989e-03	4.047157239999999920e-03	4.547838589999999605e-03	4.914253480000000188e-03	5.109025169999999866e-03
-1.688919259999999926e-03	-1.676686809999999948e-03	-1.669666150000000040e-03	-1.632415109999999902e-03	-1.524828140000000082e-03	-1.383861990000000066e-03	-1.236696380000000019e-03	-1.096651770000000095e-03	-9.673887399999999857e-04	-8.544755399999999501e-04	-7.588340669999999550e-04	-6.799870749999999782e-04	-6.161222120000000007e-04	-5.660881869999999762e-04	-5.284809740000000200e-04	-5.020103420000000425e-04	-4.853722640000000029e-04	-4.774120460000000083e-04	-4.772761600000000135e-04	-4.843516509999999989e-04	-4.977064669999999719e-04	-5.162737219999999697e-04	-5.395749470000000322e-04	-5.668824889999999955e-04	-5.975702659999999802e-04	-6.309907179999999513e-04	-6.664952960000000313e-04	-7.034263110000000012e-04	-7.411109980000000347e-04	-7.788553479999999743e-04	-8.159392160000000132e-04	-8.516121309999999823e-04	-8.850915470000000505e-04	-9.155573210000000212e-04	-9.421461730000000017e-04	-9.639563499999999818e-04	-9.800465779999999009e-04	-9.894273239999999778e-04	-9.910654040000000786e-04	-9.838797849999999026e-04	-9.667352420000000423e-04	-9.384984150000000346e-04	-8.978781410000000445e-04	-8.427182910000000342e-04	-7.726637999999999866e-04	-6.869102940000000124e-04	-5.837532809999999676e-04	-4.630484620000000265e-04	-3.214525639999999806e-04	-1.565335700000000131e-04	3.214115349999999930e-05	2.463395360000000139e-04	4.879775219999999813e-04	7.590777239999999633e-04	1.061678049999999944e-03	1.397741959999999938e-03	1.768064449999999900e-03	2.172243779999999836e-03	2.602587449999999893e-03	3.040296489999999834e-03	3.436039200000000175e-03	3.783066060000000053e-03	3.991028760000000196e-03	4.069335290000000022e-03
-1.411679780000000021e-03	-1.409288149999999911e-03	-1.421294060000000007e-03	-1.415358270000000029e-03	-1.355657350000000032e-03	-1.263777260000000045e-03	-1.156999610000000083e-03	-1.051599739999999929e-03	-9.498223659999999614e-04	-8.546335160000000401e-04	-7.721903970000000041e-04	-7.021667549999999636e-04	-6.440154980000000222e-04	-5.977114199999999586e-04	-5.623316389999999474e-04	-5.369505960000000178e-04	-5.207242790000000477e-04	-5.127431939999999499e-04	-5.123100710000000205e-04	-5.187988860000000398e-04	-5.312929860000000122e-04	-5.490542390000000125e-04	-5.715133159999999856e-04	-5.980156709999999475e-04	-6.279306840000000453e-04	-6.606336100000000447e-04	-6.954927229999999586e-04	-7.318633719999999461e-04	-7.690843189999999833e-04	-8.064717989999999623e-04	-8.433150360000000447e-04	-8.788731069999999651e-04	-9.123723719999999758e-04	-9.430025240000000425e-04	-9.699129729999999812e-04	-9.922134920000000215e-04	-1.008973220000000020e-03	-1.019219750000000067e-03	-1.021935949999999965e-03	-1.016068040000000020e-03	-1.000511809999999951e-03	-9.741606769999999619e-04	-9.357945529999999509e-04	-8.834816400000000246e-04	-8.168159399999999626e-04	-7.347877250000000139e-04	-6.363973949999999656e-04	-5.205437189999999933e-04	-3.843797890000000056e-04	-2.270569239999999968e-04	-4.763955079999999980e-05	1.551035680000000026e-04	3.823542499999999823e-04	6.351355110000000146e-04	9.140890319999999628e-04	1.219141879999999928e-03	1.548424359999999930e-03	1.897551120000000096e-03	2.255561530000000162e-03	2.597981599999999846e-03	2.898330570000000068e-03	3.140517980000000209e-03	3.242588370000000064e-03	3.270057260000000087e-03
-1.220223839999999994e-03	-1.221948999999999952e-03	-1.239390230000000101e-03	-1.245937660000000094e-03	-1.213991779999999904e-03	-1.156593669999999956e-03	-1.079667010000000043e-03	-9.983219209999999368e-04	-9.197518229999999744e-04	-8.432976319999999819e-04	-7.737291739999999736e-04	-7.129712610000000020e-04	-6.618024200000000197e-04	-6.204653179999999792e-04	-5.883312550000000538e-04	-5.650984240000000297e-04	-5.502598939999999968e-04	-5.430257880000000353e-04	-5.429231100000000542e-04	-5.492896309999999779e-04	-5.614366960000000475e-04	-5.787794359999999614e-04	-6.007166229999999496e-04	-6.266489510000000434e-04	-6.559860780000000176e-04	-6.881288719999999670e-04	-7.224678989999999516e-04	-7.583787659999999568e-04	-7.952175800000000402e-04	-8.323163489999999519e-04	-8.689789679999999948e-04	-9.044788890000000350e-04	-9.380556290000000106e-04	-9.689133149999999998e-04	-9.962202749999999035e-04	-1.019099610000000038e-03	-1.036638629999999967e-03	-1.047888419999999914e-03	-1.051855269999999983e-03	-1.047513329999999899e-03	-1.033795880000000066e-03	-1.009622709999999932e-03	-9.738751689999999980e-04	-9.250745060000000516e-04	-8.620275180000000091e-04	-7.843234339999999652e-04	-6.913664399999999840e-04	-5.807603590000000185e-04	-4.513573370000000039e-04	-3.025138870000000017e-04	-1.333365650000000043e-04	5.694919309999999928e-05	2.688775709999999893e-04	5.026139550000000402e-04	7.576321950000000334e-04	1.032337309999999987e-03	1.323104600000000065e-03	1.623239139999999936e-03	1.919350119999999960e-03	2.189572900000000179e-03	2.421932060000000098e-03	2.592656989999999988e-03	2.645018739999999927e-03	2.651857679999999971e-03
-1.082221049999999981e-03	-1.085670200000000019e-03	-1.103591290000000046e-03	-1.115292659999999898e-03	-1.098670529999999992e-03	-1.062121480000000106e-03	-1.010009670000000005e-03	-9.490200320000000524e-04	-8.859574449999999988e-04	-8.246012729999999949e-04	-7.673502550000000418e-04	-7.160810060000000069e-04	-6.722190300000000385e-04	-6.361554840000000280e-04	-6.079070150000000271e-04	-5.875277570000000255e-04	-5.745969830000000013e-04	-5.686406510000000317e-04	-5.693191200000000509e-04	-5.760244089999999508e-04	-5.882596600000000123e-04	-6.054746919999999966e-04	-6.271328310000000121e-04	-6.526946670000000408e-04	-6.816085080000000270e-04	-7.133089820000000419e-04	-7.472152359999999997e-04	-7.827279039999999544e-04	-8.192251549999999541e-04	-8.560586719999999528e-04	-8.925509170000000062e-04	-9.279935620000000348e-04	-9.616456810000000022e-04	-9.927266509999999825e-04	-1.020419289999999982e-03	-1.043875350000000000e-03	-1.062208200000000101e-03	-1.074490019999999914e-03	-1.079755719999999893e-03	-1.077010879999999943e-03	-1.065232670000000083e-03	-1.043374880000000077e-03	-1.010377540000000031e-03	-9.650941359999999983e-04	-9.059533480000000506e-04	-8.329926640000000129e-04	-7.453426950000000082e-04	-6.406941680000000083e-04	-5.187565689999999946e-04	-3.788080359999999739e-04	-2.202399770000000026e-04	-4.268152040000000239e-05	1.538752260000000047e-04	3.689254230000000266e-04	6.010506770000000054e-04	8.476516230000000511e-04	1.103808059999999936e-03	1.362441920000000053e-03	1.607893030000000093e-03	1.828332659999999969e-03	2.009943829999999865e-03	2.121459689999999863e-03	2.151107650000000197e-03	2.155357740000000185e-03
-9.781995319999999515e-04	-9.821947899999999149e-04	-9.989143579999999224e-04	-1.012014689999999944e-03	-1.004362479999999997e-03	-9.804273719999998925e-04	-9.442528829999999665e-04	-8.999826970000000511e-04	-8.509403559999999950e-04	-8.019082599999999847e-04	-7.556601779999999515e-04	-7.134724289999999549e-04	-6.766137080000000524e-04	-6.460181319999999542e-04	-6.220914069999999635e-04	-6.048826620000000110e-04	-5.942264689999999681e-04	-5.899082749999999759e-04	-5.916893719999999834e-04	-5.991080539999999984e-04	-6.116900480000000452e-04	-6.290069430000000145e-04	-6.505853380000000243e-04	-6.759375099999999576e-04	-7.045530359999999798e-04	-7.359042070000000471e-04	-7.694421799999999955e-04	-8.045956489999999718e-04	-8.407678689999999655e-04	-8.773338630000000185e-04	-9.136399020000000263e-04	-9.489954679999999766e-04	-9.826726750000000944e-04	-1.013919359999999924e-03	-1.041946929999999945e-03	-1.065928370000000097e-03	-1.085001159999999945e-03	-1.098264129999999969e-03	-1.104786290000000105e-03	-1.103607240000000064e-03	-1.093747680000000050e-03	-1.074207599999999971e-03	-1.043985020000000015e-03	-1.002031260000000061e-03	-9.470151269999999791e-04	-8.787949919999999554e-04	-7.962699159999999743e-04	-6.980120669999999739e-04	-5.836198689999999535e-04	-4.525623519999999976e-04	-3.044862239999999976e-04	-1.393514539999999896e-04	4.244182130000000310e-05	2.398936780000000032e-04	4.509905119999999771e-04	6.725100680000000233e-04	8.987796610000000101e-04	1.123274440000000037e-03	1.330511529999999984e-03	1.510573430000000097e-03	1.658665020000000059e-03	1.737381560000000012e-03	1.747334489999999903e-03	1.745035060000000009e-03
